"建築物名稱the names of the buildings","電腦編號 serial number",村里別village,"地址 address","緯經度 latitude and longitude","地下樓層數number of basement levels",可容納人數capacity,轄管分局jurisdiction,"備駐 notes"
—,QMA01767,安鎮里,屏東縣屏東市安鎮里21鄰建國路290號,"22.665206893380525, 120.4729579881401",1,50.0,屏東分局,
—,QMA01766,安鎮里,屏東縣屏東市安鎮里21鄰建國路292號,"22.665224257675526, 120.47291671178293",1,40.0,屏東分局,
—,QMA01768,安鎮里,屏東縣屏東市安鎮里21鄰建國路294號,"22.665149574481703, 120.47293780389393",1,40.0,屏東分局,
—,QMA01769,安鎮里,屏東縣屏東市安鎮里21鄰建國路296號,"22.665151069055852, 120.47283492166979",1,40.0,屏東分局,
—,QMA01755,安鎮里,屏東縣屏東市安鎮里15鄰大豐路27號,"22.667604068395583, 120.47333386989172",1,27.0,屏東分局,
—,QMA01773,安鎮里,屏東縣屏東市安鎮里20鄰大豐路50號,"22.666644594573466, 120.47306739959664",1,25.0,屏東分局,
—,QMA01776,安鎮里,屏東縣屏東市安鎮里17鄰大同路31號,"22.666238801121686, 120.47573784634535",1,50.0,屏東分局,
—,QMA01923,安鎮里,屏東縣屏東市安鎮里06鄰大裕路6巷17號,"22.666630139860715, 120.47751570326109",1,22.0,屏東分局,
—,QMA01922,安鎮里,屏東縣屏東市安鎮里06鄰大裕路6巷19號,"22.666670256281236, 120.47751219999108",1,22.0,屏東分局,
—,QMA01921,安鎮里,屏東縣屏東市安鎮里06鄰大裕路6巷21號,"22.666696421038054, 120.47752034697483",1,22.0,屏東分局,
—,QMA01920,安鎮里,屏東縣屏東市安鎮里06鄰大裕路6巷23號,"22.66675458449303, 120.47754851016764",1,22.0,屏東分局,
—,QMA01782,安鎮里,屏東縣屏東市安鎮里17鄰大勇街2號,"22.66616552486239, 120.4756694916092",1,61.0,屏東分局,
—,QMA01781,安鎮里,屏東縣屏東市安鎮里17鄰大勇街4號,"22.666146631221118, 120.47555977108297",1,40.0,屏東分局,
—,QMA01779,安鎮里,屏東縣屏東市安鎮里17鄰大勇街6號,"22.666148721326458, 120.47551630593132",1,51.0,屏東分局,
—,QMA01777,安鎮里,屏東縣屏東市安鎮里17鄰大勇街14號,"22.666149187372536, 120.47538769617175",1,40.0,屏東分局,
—,QMA01780,安鎮里,屏東縣屏東市安鎮里17鄰大勇街16號,"22.66614839984712, 120.4753682205315",1,40.0,屏東分局,
—,QMA01783,安鎮里,屏東縣屏東市安鎮里17鄰大勇街18號,"22.6661558581513, 120.47526998233516",1,40.0,屏東分局,
—,QMA01919,安鎮里,屏東縣屏東市安鎮里10鄰大安街45號之1,"22.667843027271207, 120.47658996343974",1,42.0,屏東分局,
—,QMA01797,大武里,屏東縣屏東市大武里23鄰永大路39號,"22.66126869123363, 120.48027996431975",1,40.0,屏東分局,
—,QMA01795,大武里,屏東縣屏東市大武里47鄰永大路101號,"22.660804320770534, 120.47839245038557",1,40.0,屏東分局,
—,QMA01796,大武里,屏東縣屏東市大武里47鄰永大路103號,"22.660752893182625, 120.47836604473358",1,40.0,屏東分局,
—,QMA01814,大武里,屏東縣屏東市大武里47鄰永大路114巷26號,"22.659284580246947, 120.47646314217226",1,135.0,屏東分局,
荷風雅築名廈,QMA02126,大武里,屏東縣屏東市大武里47鄰永大路114巷33號,"22.659261244619497, 120.47624958761101",1,27.0,屏東分局,
國宅社區,QMA01870,大武里,屏東縣屏東市大武里33鄰大武路2號,"22.6561530811571, 120.47890544182285",1,46.0,屏東分局,
國宅社區,QMA01869,大武里,屏東縣屏東市大武里33鄰大武路7號,"22.655882992463024, 120.47856480378388",1,46.0,屏東分局,
國宅社區,QMA01871,大武里,屏東縣屏東市大武里33鄰大武路25號,"22.656176243702152, 120.47811455143372",1,81.0,屏東分局,
國宅社區,QMA01872,大武里,屏東縣屏東市大武里33鄰大武路51號,"22.656450850959068, 120.47765310285831",1,46.0,屏東分局,
—,QMA01881,大武里,屏東縣屏東市大武里47鄰大武路55號,"22.65645632025297, 120.47757630413146",1,60.0,屏東分局,
—,QMA01883,大武里,屏東縣屏東市大武里47鄰大武路61號,"22.65657938495925, 120.47733971304756",1,35.0,屏東分局,
—,QMA01885,大武里,屏東縣屏東市大武里47鄰大武路67號,"22.656600338397386, 120.47729822261927",1,45.0,屏東分局,
—,QMA01884,大武里,屏東縣屏東市大武里47鄰大武路69號,"22.6566178578676, 120.47726482051374",1,45.0,屏東分局,
國宅社區,QMA01890,大武里,屏東縣屏東市大武里47鄰大武路70號,"22.65680241773982, 120.4774902181035",1,177.0,屏東分局,
國宅社區,QMA01889,大武里,屏東縣屏東市大武里47鄰大武路71號,"22.65663406934327, 120.47723143102554",1,205.0,屏東分局,
—,QMA01963,大武里,屏東縣屏東市大武里41鄰大武路103號,"22.657062616323664, 120.47639682462231",1,61.0,屏東分局,
—,QMA01794,大武里,屏東縣屏東市大武里41鄰大武路125號,"22.657315577978434, 120.47602565520596",1,84.0,屏東分局,
—,QMA01811,大武里,屏東縣屏東市大武里44鄰大武路146號,"22.65778173946014, 120.47562175962963",1,36.0,屏東分局,
—,QMA01810,大武里,屏東縣屏東市大武里44鄰大武路148號,"22.657804381680847, 120.47558250262935",1,92.0,屏東分局,
鶴聲國中/翔鶴樓,QMA02016,大武里,屏東縣屏東市大武里44鄰大武路225號,"22.658788480604056, 120.47222222394505",1,1274.0,屏東分局,共有3處、總計可容納人數3093人
鶴聲國中/達鶴樓,QMA02017,大武里,屏東縣屏東市大武里44鄰大武路225號,"22.658713606273647, 120.47227251536299",1,1644.0,屏東分局,共有3處、總計可容納人數3093人
鶴聲國中/學鶴樓,QMA02018,大武里,屏東縣屏東市大武里44鄰大武路225號,"22.658583658991663, 120.47244283563155",1,175.0,屏東分局,共有3處、總計可容納人數3093人
萬代首府大樓,QMA01816,大武里,屏東縣屏東市大武里44鄰大武路294號,"22.65948372323593, 120.47367368159152",1,753.0,屏東分局,
富門大飯店,QMA01940,大武里,屏東縣屏東市大武里32鄰建南路6號,"22.65367394209779, 120.47828556434912",1,692.0,屏東分局,
—,QMA02037,大武里,屏東縣屏東市大武里32鄰建南路8號,"22.653900792586956, 120.47838987652214",1,67.0,屏東分局,
國宅社區,QMA01930,大武里,屏東縣屏東市大武里32鄰建南路96號,"22.6575460855195, 120.47989118955186",1,102.0,屏東分局,
—,QMA01938,大武里,屏東縣屏東市大武里32鄰建南路103號,"22.65772135130749, 120.48000117506729",1,54.0,屏東分局,
—,QMA01936,大武里,屏東縣屏東市大武里32鄰建南路107號,"22.65785031423014, 120.48007055710282",1,46.0,屏東分局,
—,QMA01929,大武里,屏東縣屏東市大武里32鄰建南路131號,"22.65864403035764, 120.48053781732835",1,74.0,屏東分局,
屏東市立復興圖書館,QMA01941,大武里,屏東縣屏東市大武里32鄰建南路162號,"22.660403527480813, 120.48114697064999",1,561.0,屏東分局,
國宅社區,QMA01873,大武里,屏東縣屏東市大武里35鄰和生路二段250號,"22.65326209457292, 120.47781071734408",1,720.0,屏東分局,
—,QMA01880,大武里,屏東縣屏東市大武里35鄰和生路二段310號,"22.653621322610142, 120.47646259933109",1,60.0,屏東分局,
—,QMA01879,大武里,屏東縣屏東市大武里35鄰和生路二段312號,"22.65367077284643, 120.47638673059652",1,75.0,屏東分局,
武士國宅名廈,QMA02125,大武里,屏東縣屏東市大武里36鄰和生路二段320-1號,"22.654131574658308, 120.47644319741313",1,1967.0,屏東分局,
—,QMA01951,大武里,屏東縣屏東市大武里36鄰和生路二段410號,"22.654274266748217, 120.4739060978332",1,36.0,屏東分局,
—,QMA01949,大武里,屏東縣屏東市大武里36鄰和生路二段420號,"22.65435114827528, 120.47368758425537",1,36.0,屏東分局,
—,QMA01950,大武里,屏東縣屏東市大武里36鄰和生路二段422號,"22.654366172300495, 120.47360569012561",1,36.0,屏東分局,
—,QMA01956,大武里,屏東縣屏東市大武里36鄰和生路二段430號,"22.654414915378407, 120.47343574676417",1,47.0,屏東分局,
—,QMA01813,大武里,屏東縣屏東市大武里42鄰武愛街41號,"22.657690451340496, 120.47776366781119",1,90.0,屏東分局,
—,QMA01875,大武里,屏東縣屏東市大武里31鄰武愛街68號,"22.657255439033147, 120.47816048486811",1,72.0,屏東分局,
—,QMA01812,大武里,屏東縣屏東市大武里42鄰武愛街71巷19號之21,"22.658481413998928, 120.47744860566335",1,255.0,屏東分局,
—,QMA01944,大武里,屏東縣屏東市大武里30鄰武愛街88巷4號,"22.65769407012802, 120.47856274154961",1,108.0,屏東分局,
—,QMA01964,大武里,屏東縣屏東市大武里41鄰武愛街171號,"22.659764332494053, 120.47938416128076",1,138.0,屏東分局,
—,QMA01965,大武里,屏東縣屏東市大武里41鄰武愛街179巷10號,"22.66022507583403, 120.47921170077365",1,97.0,屏東分局,
聯協新家/第二代,QMA02085,大武里,屏東縣屏東市大武里23鄰武愛街222號,"22.66067223826099, 120.47982120749379",1,356.0,屏東分局,
聯協新家/第一代,QMA01751,大武里,屏東縣屏東市大武里23鄰武愛街226號,"22.661061749184206, 120.4799427905919",1,228.0,屏東分局,
社區華廈,QMA02086,大武里,屏東縣屏東市大武里23鄰武林街18號,"22.660622285449065, 120.48023864386761",1,338.0,屏東分局,
恩群建設大樓,QMA01753,大武里,屏東縣屏東市大武里23鄰武林街26巷1號,"22.660459796243376, 120.4805995083984",1,172.0,屏東分局,
—,QMA01754,大武里,屏東縣屏東市大武里23鄰武林街30號,"22.660675601861453, 120.48064778081729",1,66.0,屏東分局,
摩登大樓,QMA02087,大武里,屏東縣屏東市大武里44鄰武立街12號,"22.657995266042015, 120.47610670794717",1,286.0,屏東分局,
公園城堡大廈,QMA01792,大武里,屏東縣屏東市大武里44鄰武立街60號,"22.658427624691402, 120.47527699349166",1,326.0,屏東分局,
—,QMA01815,大武里,屏東縣屏東市大武里44鄰武立街63號,"22.658464332762062, 120.47483379780546",1,84.0,屏東分局,
—,QMA01877,大武里,屏東縣屏東市大武里34鄰武安街6號,"22.654078418663012, 120.47811120050486",1,66.0,屏東分局,
—,QMA01878,大武里,屏東縣屏東市大武里34鄰武安街8號,"22.65414888687857, 120.4780681890231",1,44.0,屏東分局,
—,QMA01887,大武里,屏東縣屏東市大武里34鄰武安街21號,"22.654382078464582, 120.47797044462415",1,150.0,屏東分局,
—,QMA01876,大武里,屏東縣屏東市大武里34鄰武安街70號,"22.655307598753318, 120.47829597211415",1,72.0,屏東分局,
—,QMA01874,大武里,屏東縣屏東市大武里34鄰武安街90號,"22.65573133818416, 120.47838447325833",1,41.0,屏東分局,
—,QMA01886,大武里,屏東縣屏東市大武里34鄰武士街11號,"22.653738506151118, 120.47803891263301",1,22.0,屏東分局,
公園城市大廈,QMA02188,大武里,屏東縣屏東市大武里34鄰武士街79號,"22.654090972671167, 120.47657088331022",1,417.0,屏東分局,
—,QMA01891,大武里,屏東縣屏東市大武里34鄰武士街90號,"22.654980795925844, 120.47697736300725",1,97.0,屏東分局,
—,QMA01954,大武里,屏東縣屏東市大武里36鄰武順街12號,"22.654946000324294, 120.47564157845412",1,27.0,屏東分局,
都市藝術大樓,QMA01958,大武里,屏東縣屏東市大武里36鄰武順街32號,"22.655112092874017, 120.47514492988616",1,767.0,屏東分局,
—,QMA01945,大武里,屏東縣屏東市大武里36鄰武順街77號,"22.655104268519977, 120.47401809912205",1,30.0,屏東分局,
—,QMA01947,大武里,屏東縣屏東市大武里36鄰武順街81號,"22.6551269438307, 120.47389011103841",1,30.0,屏東分局,
—,QMA01948,大武里,屏東縣屏東市大武里36鄰武順街83號,"22.655158092642196, 120.47382751334058",1,30.0,屏東分局,
—,QMA01946,大武里,屏東縣屏東市大武里36鄰武順街85號,"22.655182226320445, 120.47375978756737",1,30.0,屏東分局,
武順家園大廈,QMA01959,大武里,屏東縣屏東市大武里36鄰武順街86號,"22.655327577609402, 120.47391133721747",1,381.0,屏東分局,
—,QMA01952,大武里,屏東縣屏東市大武里36鄰武順街101號,"22.65521879745517, 120.47349892859958",1,90.0,屏東分局,
—,QMA01953,大武里,屏東縣屏東市大武里36鄰武順街103號,"22.65525468854901, 120.47342785006532",1,47.0,屏東分局,
—,QMA01955,大武里,屏東縣屏東市大武里36鄰武順街156號,"22.656336320608773, 120.47353388869129",1,36.0,屏東分局,
國宅社區,QMA01957,大武里,屏東縣屏東市大武里40鄰武威街13～27號,"22.656114069799365, 120.47619799143541",1,147.0,屏東分局,
—,QMA01962,大武里,屏東縣屏東市大武里40鄰武威街26號,"22.656415928996527, 120.47598470425955",1,97.0,屏東分局,
達樂市歐洲建設大樓,QMA01870,清溪里,屏東縣屏東市清溪里31鄰建國路171號,"22.66466273278171, 120.47212644300289",1,1093.0,屏東分局,
—,QMA01843,清溪里,屏東縣屏東市清溪里31鄰建國路185-1號,"22.66401755828726, 120.47152411032691",1,37.0,屏東分局,
—,QMA01865,清溪里,屏東縣屏東市清溪里31鄰建國路213-8號,"22.661442053845903, 120.46997872924462",1,216.0,屏東分局,
—,QMA01981,清溪里,屏東縣屏東市清溪里14鄰建國路241巷15號,"22.65683651224244, 120.46949399089941",1,27.0,屏東分局,
國軍退除役官兵輔導委員會/屏東服務處,QMA01989,清溪里,屏東縣屏東市清溪里15鄰建國路300-1號,"22.664254807348254, 120.47111628152355",1,427.0,屏東分局,
—,QMA01817,清溪里,屏東縣屏東市清溪里15鄰建國路316號,"22.662655495869025, 120.4702388356011",1,31.0,屏東分局,
—,QMA01830,清溪里,屏東縣屏東市清溪里15鄰建國路332巷10號,"22.661296024880727, 120.46871531651263",1,42.0,屏東分局,
—,QMA01831,清溪里,屏東縣屏東市清溪里15鄰建國路332巷15號,"22.66091958297361, 120.46840938513861",1,28.0,屏東分局,
—,QMA01820,清溪里,屏東縣屏東市清溪里15鄰建國路332巷16號,"22.661433846075706, 120.46782855671353",1,75.0,屏東分局,
—,QMA01832,清溪里,屏東縣屏東市清溪里15鄰建國路332巷25號,"22.661156256575758, 120.46746821413397",1,60.0,屏東分局,
—,QMA01834,清溪里,屏東縣屏東市清溪里15鄰建國路332巷29號,"22.661257911780066, 120.46743067648357",1,35.0,屏東分局,
—,QMA01829,清溪里,屏東縣屏東市清溪里15鄰建國路332巷32號,"22.661367186914482, 120.46723798814021",1,62.0,屏東分局,
—,QMA01824,清溪里,屏東縣屏東市清溪里15鄰建國路332巷39號,"22.6612764989438, 120.46669844557893",1,81.0,屏東分局,
—,QMA01833,清溪里,屏東縣屏東市清溪里15鄰建國路332巷43號,"22.66115703422386, 120.46592271700091",1,68.0,屏東分局,
—,QMA01828,清溪里,屏東縣屏東市清溪里15鄰建國路362號,"22.659414231709377, 120.46854108223084",1,180.0,屏東分局,
—,QMA01818,清溪里,屏東縣屏東市清溪里15鄰建國路374號,"22.658812359864406, 120.46802865624497",1,33.0,屏東分局,
和泰汽車/屏東分公司,QMA02107,清溪里,屏東縣屏東市清溪里15鄰建國路382-2號,"22.658247789499857, 120.46753695741101",1,133.0,屏東分局,
順益汽車/屏東營業所,QMA01819,清溪里,屏東縣屏東市清溪里15鄰建國路386號,"22.6573348232902, 120.46710743064232",1,110.0,屏東分局,
—,QMA01825,清溪里,屏東縣屏東市清溪里15鄰建國路390號,"22.656538720422294, 120.46670196199045",1,43.0,屏東分局,
四季雅築華廈,QMA02124,清溪里,屏東縣屏東市清溪里26鄰大武路299號,"22.661534073526447, 120.47285312672352",1,453.0,屏東分局,
公園生活家大樓管委,QMA01868,清溪里,屏東縣屏東市清溪里26鄰大武路307～319號,"22.66192296191226, 120.4727887967841",1,349.0,屏東分局,
國家大使館大樓,QMA01867,清溪里,屏東縣屏東市清溪里27鄰清寧街26～34號,"22.660247380105485, 120.47193032303727",1,934.0,屏東分局,
歡天喜第大樓,QMA02048,清溪里,屏東縣屏東市清溪里27鄰清寧街130巷2號,"22.661041381963777, 120.47130396631638",1,514.0,屏東分局,
侑園社區,QMA02045,清溪里,屏東縣屏東市清溪里27鄰清寧街130巷6～24號,"22.660865950292767, 120.47161117784032",1,312.0,屏東分局,
—,QMA01866,清溪里,屏東縣屏東市清溪里27鄰清寧街130巷7～11號,"22.661147356688414, 120.47189447348124",1,442.0,屏東分局,
新理想家大樓,QMA02044,清溪里,屏東縣屏東市清溪里32鄰清寧街213～227號,"22.66321001037993, 120.47261867838344",1.2,1122.0,屏東分局,
國品建設大樓,QMA01979,清溪里,屏東縣屏東市清溪里23鄰武威街131號,"22.657579731805033, 120.47336131838411",1,160.0,屏東分局,
—,QMA01982,清溪里,屏東縣屏東市清溪里11鄰興中巷16-1號,"22.658988843148666, 120.47036478802302",1,33.0,屏東分局,
—,QMA01839,前進里,屏東縣屏東市前進里09鄰建國路405巷100弄29號,"22.650190721947663, 120.46040691607577",1,344.0,屏東分局,
富鼎大樓,QMA02051,崇蘭里,屏東縣屏東市崇蘭里03鄰博愛路351號,"22.68342337406384, 120.48066710356532",1,345.0,屏東分局,
獻府大樓,QMA00464,崇蘭里,屏東縣屏東市崇蘭里06鄰博愛路388號,"22.68505403735494, 120.4809536883345",1,873.0,屏東分局,
安和醫院,QMA02052,崇蘭里,屏東縣屏東市崇蘭里01鄰自由路598號,"22.683479641103588, 120.48366971109334",1,537.0,屏東分局,
寶建醫院/自由院區,QMA02173,崇蘭里,屏東縣屏東市崇蘭里01鄰自由路648號,"22.683322512575007, 120.4821371265731",1,1294.0,屏東分局,
青梅竹馬大樓,QMA00463,崇蘭里,屏東縣屏東市崇蘭里12鄰自由路736號,"22.682372950171175, 120.47884854892513",1,503.0,屏東分局,
中山商業大樓,QMA02053,崇蘭里,屏東縣屏東市崇蘭里01鄰中山路187號,"22.684115833635328, 120.48424955001776",1.2,599.0,屏東分局,
—,QMA00446,崇蘭里,屏東縣屏東市崇蘭里17鄰中山路341號,"22.687956874172183, 120.48403474397126",1,43.0,屏東分局,
崇蘭國小,QMA00457,崇蘭里,屏東縣屏東市崇蘭里17鄰廣東路1259號,"22.684015310851844, 120.47808864283711",1,1352.0,屏東分局,
漢景鼎園大樓,QMA02088,崇蘭里,屏東縣屏東市崇蘭里35鄰廣東路1406號,"22.68613448903646, 120.47802730512122",1,512.0,屏東分局,
陽光大樓,QMA02089,崇蘭里,屏東縣屏東市崇蘭里27鄰廣東路1430號,"22.685516146027435, 120.47731371468588",1,1189.0,屏東分局,
天運大樓,QMA00461,崇蘭里,屏東縣屏東市崇蘭里26鄰廣東路1516號,"22.683789109829664, 120.47568887018687",1,1042.0,屏東分局,
暉陽建設社區B,QMA02171,崇蘭里,屏東縣屏東市崇蘭里35鄰崇朝路52號,"22.687325377477897, 120.47803719055995",1,200.0,屏東分局,
暉陽建設社區B,QMA02170,崇蘭里,屏東縣屏東市崇蘭里35鄰古松西巷347號,"22.686837761141962, 120.47829310717437",1,300.0,屏東分局,
大同中學/格致樓,QMA00448,潭墘里,屏東縣屏東市潭墘里01鄰和平路429號,"22.678147006286114, 120.47751255729756",1,224.0,屏東分局,
大同中學/同心樓,QMA02065,潭墘里,屏東縣屏東市潭墘里01鄰和平路429號,"22.678428095817146, 120.4776526942935",1,894.0,屏東分局,
京都鎮公寓大樓,QMA00453,潭墘里,屏東縣屏東市潭墘里28鄰大同北路111號,"22.68172230832015, 120.47470779183149",1,4420.0,屏東分局,
英雄大樓,QMA00447,潭墘里,屏東縣屏東市潭墘里04鄰崇明四街1號,"22.68088316363963, 120.47753112201922",1,611.0,屏東分局,
—,QMA00456,潭墘里,屏東縣屏東市潭墘里18鄰崇陽街11號,"22.683065151153187, 120.47643488156596",1,56.0,屏東分局,
自由藝術宮廷大樓,QMA00458,潭墘里,屏東縣屏東市潭墘里08鄰蘭州街142號,"22.679668760830012, 120.47585813404032",1,416.0,屏東分局,
滿堂紅社區,QMA00460,崇陽里,屏東縣屏東市崇陽里07鄰廣東路1586巷1弄1號,"22.683092819478464, 120.47464026067202",1,143.0,屏東分局,
尖美東山河社區大樓,QMA00462,崇陽里,屏東縣屏東市崇陽里26鄰機場北路490號,"22.685747094322863, 120.47178847292443",1.2,49834.0,屏東分局,
簡單的幸福大樓,QMA02066,崇陽里,屏東縣屏東市崇陽里29鄰機場北路500號,"22.686379909051773, 120.471705205196",1,2501.0,屏東分局,
南象建設大樓/集合住宅,QMA02177,崇陽里,屏東縣屏東市崇陽里8鄰崇朝一路111號,"22.68671710986274, 120.47475298541464",1,1570.0,屏東分局,
英格蘭小鎮社區,QMA00459,崇陽里,屏東縣屏東市崇陽里14鄰古松西巷682～731號,"22.688048137733073, 120.47439691050418",1,208.0,屏東分局,
寶建醫院/A棟,QMA02020,空翔里,屏東縣屏東市空翔里21鄰中山路119號,"22.681531215560742, 120.48442036195189",1,1188.0,屏東分局,
寶建醫院/B棟,QMA02021,空翔里,屏東縣屏東市空翔里21鄰中山路123號,"22.681801147788033, 120.48436555086866",1,263.0,屏東分局,
勝利錄大樓,QMA00455,空翔里,屏東縣屏東市空翔里15鄰博愛路263號之2,"22.679445518702792, 120.48094602760159",1,961.0,屏東分局,
崇仁國宅/乙區大樓,QMA01991,空翔里,屏東縣屏東市空翔里23鄰博愛路335號,"22.682817707015825, 120.48049228280425",1,1369.0,屏東分局,
崇仁國宅/甲區大樓,QMA01990,空翔里,屏東縣屏東市空翔里12鄰博愛路336號,"22.682779963501787, 120.4809673421136",1,5672.0,屏東分局,
勝利新城大樓,QMA00449,空翔里,屏東縣屏東市空翔里01鄰蘭州街33號,"22.67983772524563, 120.48118068378585",1,1461.0,屏東分局,
空翔新城大樓,QMA01992,空翔里,屏東縣屏東市空翔里05鄰迪化街35號,"22.68059181320049, 120.48119777462843",1,1462.0,屏東分局,
自由帝國/A區,QMA02090,空翔里,屏東縣屏東市空翔里18鄰迪化街75號,"22.680387444045387, 120.47790980199515",1,1147.0,屏東分局,
自由帝國/B區,QMA02091,空翔里,屏東縣屏東市空翔里21鄰迪化街178號,"22.68049447884838, 120.47784811118797",1,853.0,屏東分局,
社區華廈,QMA02092,空翔里,屏東縣屏東市空翔里24鄰迪化一街54號,"22.68163289350645, 120.48197536853336",1,355.0,屏東分局,
社區華廈,QMA00454,空翔里,屏東縣屏東市空翔里24鄰迪化一街59號,"22.681430864921538, 120.48198288068134",1,257.0,屏東分局,
美滿儷景大廈,QMA00757,空翔里,屏東縣屏東市空翔里11鄰迪化二街64號,"22.682413186220064, 120.48171632128201",1,753.0,屏東分局,
崇仁國宅/丙棟大樓,QMA00464,空翔里,屏東縣屏東市空翔里10鄰迪化二街71號,"22.682193899070427, 120.48120209366232",1,244.0,屏東分局,
崇仁國宅/丁棟大樓,QMA00465,空翔里,屏東縣屏東市空翔里23鄰迪化二街75號,"22.682190268784957, 120.48071384820999",1,244.0,屏東分局,
屏東監理站/行政樓,QMA02022,廣興里,屏東縣屏東市廣興里09鄰忠孝路222號,"22.692867261867562, 120.48907463068765",1,933.0,屏東分局,共有2處、總計可容納人數1151人
屏東監理站/違規大樓,QMA02023,廣興里,屏東縣屏東市廣興里09鄰忠孝路222號,"22.69281576796256, 120.48904887004423",1,218.0,屏東分局,共有2處、總計可容納人數1151人
屏東印象建大樓,QMA02200,廣興里,屏東縣屏東市廣興里14鄰廣興199號,"22.691293004193753, 120.48212569579671",1,1064.0,屏東分局,
福安宮,QMA00451,永城里,屏東縣屏東市永城里06鄰博愛路180號,"22.67776889698609, 120.48122025906305",1,30.0,屏東分局,
香榭馥邑大樓,QMA02068,永城里,屏東縣屏東市永城里22鄰勝利路249號,"22.67884021939602, 120.47826259597132",1,525.0,屏東分局,
屏東縣審計室,QMA00021,永城里,屏東縣屏東市永城里02鄰信義路155號,"22.678672157931565, 120.48902955030188",1,361.0,屏東分局,
新創意建設大樓/集合住宅,QMA02180,永城里,屏東縣屏東市永城里9鄰徐州路102號,"22.676942725312795, 120.47989079029894",1.2,1685.0,屏東分局,
東山寺/圖書館,QMA00012,永城里,屏東縣屏東市永城里01鄰修德巷6號,"22.677457631580463, 120.48635439338085",1,27.0,屏東分局,共有2處、總計可容納人數222人
東山寺/安樂塔,QMA00013,永城里,屏東縣屏東市永城里01鄰修德巷6號,"22.67748485489455, 120.48655958235712",1,168.0,屏東分局,共有2處、總計可容納人數222人
創世基金會/屏東分院,QMA00470,湖西里,屏東縣屏東市湖西里12鄰和生路一段55號,"22.659516727209194, 120.5081115788717",1,733.0,屏東分局,
歸來國小,QMA00468,湖西里,屏東縣屏東市湖西里01鄰歸國巷1號,"22.658971574031057, 120.50909785636203",1,1158.0,屏東分局,
華洲工家職業學校/三好樓,QMA02184,歸心里,屏東縣屏東市歸心里11鄰歸仁路63巷99號,"22.654342704727533, 120.49927630720202",1,333.0,屏東分局,共有4處、總計可容納人數1554人
華洲工家職業學校/科技樓,QMA02185,歸心里,屏東縣屏東市歸心里11鄰歸仁路63巷99號,"22.65408069774257, 120.4991051450259",1,333.0,屏東分局,共有4處、總計可容納人數1554人
華洲工家職業學校/榮祥紀念館,QMA02186,歸心里,屏東縣屏東市歸心里11鄰歸仁路63巷99號,"22.65408069774257, 120.4991051450259",1,500.0,屏東分局,共有4處、總計可容納人數1554人
華洲工家職業學校/推廣教育中心,QMA02187,歸心里,屏東縣屏東市歸心里11鄰歸仁路63巷99號,"22.653777320608935, 120.49939584903932",1,388.0,屏東分局,共有4處、總計可容納人數1554人
特力屋/屏東分公司,QMA02010,瑞光里,屏東縣屏東市瑞光里09鄰民生路2之27號,"22.660900209541254, 120.50993912313913",1,1639.0,屏東分局,
屏東縣演藝廳,QMA00567,瑞光里,屏東縣屏東市瑞光里04鄰民生路4之17號,"22.6637641829881, 120.50583412431567",1,4138.0,屏東分局,
屏東大學/民生校區/五育樓,QMA00538,瑞光里,屏東縣屏東市瑞光里04鄰民生路4之18號,"22.665410999360386, 120.5044403843759",1.2,5502.0,屏東分局,共有4處、總計可容納人數8785人
屏東大學/民生校區/小東樓,QMA00542,瑞光里,屏東縣屏東市瑞光里04鄰民生路4之18號,"22.665760138107846, 120.50582769052646",1,167.0,屏東分局,共有4處、總計可容納人數8785人
屏東大學/民生校區/四教樓,QMA00543,瑞光里,屏東縣屏東市瑞光里04鄰民生路4之18號,"22.666225870580394, 120.50593211398727",1,2463.0,屏東分局,共有4處、總計可容納人數8785人
屏東大學/民生校區/人文館,QMA00540,瑞光里,屏東縣屏東市瑞光里04鄰民生路4之18號,"22.666306169120627, 120.50470513941094",1,653.0,屏東分局,共有4處、總計可容納人數8785人
—,QMA00539,瑞光里,屏東縣屏東市瑞光里01鄰民生路6號之5,"22.663475237211333, 120.5072663239073",1,44.0,屏東分局,
—,QMA00497,瑞光里,屏東縣屏東市瑞光里19鄰民生路9號之1,"22.661427790611235, 120.50824164378064",1,53.0,屏東分局,
—,QMA00499,瑞光里,屏東縣屏東市瑞光里28鄰民生路31號之11,"22.661905145276446, 120.50761971391259",1,41.0,屏東分局,
—,QMA00500,瑞光里,屏東縣屏東市瑞光里28鄰民生路31號之12,"22.66180122702028, 120.50766744900282",1,41.0,屏東分局,
—,QMA00501,瑞光里,屏東縣屏東市瑞光里28鄰民生路31號之13,"22.661866199153348, 120.507798877236",1,41.0,屏東分局,
—,QMA00502,瑞光里,屏東縣屏東市瑞光里28鄰民生路31號之14,"22.66171809733892, 120.50777328013531",1,40.0,屏東分局,
—,QMA00503,瑞光里,屏東縣屏東市瑞光里28鄰民生路31號之15,"22.661694583592748, 120.50781418382013",1,42.0,屏東分局,
—,QMA00478,瑞光里,屏東縣屏東市瑞光里04鄰民生路49之5號,"22.662334353599256, 120.50664900733028",1,33.0,屏東分局,
—,QMA00477,瑞光里,屏東縣屏東市瑞光里04鄰民生路49之6號,"22.662414794970758, 120.50655378891645",1,34.0,屏東分局,
—,QMA00476,瑞光里,屏東縣屏東市瑞光里04鄰民生路49之7號,"22.662456276863185, 120.50652294318104",1,33.0,屏東分局,
