類別,編號,里別,地址,Location,地下層數位址,可容納人數,備註
一般建築,D0270,新甲里,高雄市鳳山區新甲里新昌街30號,"22.608142,120.343074",1,934.0,
一般建築,D0271,新甲里,高雄市鳳山區新甲里新泰街22號,"22.61054,120.342993",1,2327.0,
一般建築,D0272,新甲里,高雄市鳳山區新甲里新泰街51號,"22.610261,120.342326",1,93.0,
一般建築,D0273,新甲里,高雄市鳳山區新甲里新泰街57號,"22.610347,120.342068",1,179.0,
一般建築,D0274,新甲里,高雄市鳳山區新甲里新泰街60號,"22.610471,120.342232",1,121.0,
一般建築,D0275,新甲里,高雄市鳳山區新甲里新國街1號,"22.610077,120.343731",1,3399.0,
一般建築,D0276,新甲里,高雄市鳳山區新甲里新康街236巷1號,"22.611198,120.344663",1,1449.0,
一般建築,D0277,新甲里,高雄市鳳山區新甲里新康街254巷3號,"22.61168,120.344716",1,1511.0,
一般建築,D0278,新甲里,高雄市鳳山區新甲里新康街254巷6號,"22.611454,120.34478",1,1449.0,
一般建築,D0279,新甲里,高雄市鳳山區新甲里新康街286號,"22.612331,120.344481",1,710.0,
一般建築,D0280,新甲里,高雄市鳳山區新甲里新康街35號,"22.607728,120.344025",1,3785.0,
一般建築,D0281,新甲里,高雄市鳳山區新甲里新強路115號,"22.610524,120.341005",1,2557.0,
一般建築,D0282,新甲里,高雄市鳳山區新甲里新強路53號,"22.610827,120.342913",1,4214.0,
一般建築,D0283,新甲里,高雄市鳳山區新甲里新樂街110號,"22.60865493,120.341010995907",1,1504.0,
一般建築,D0284,新甲里,高雄市鳳山區新甲里新樂街279號,"22.61045489,120.339982964806",1,1030.0,
一般建築,D0285,新甲里,高雄市鳳山區新甲里新樂街84號,"22.6087259,120.342031472114",1,954.0,
一般建築,D0286,新甲里,高雄市鳳山區新甲里瑞隆東路38巷37號,"22.607776,120.344994",1,1408.0,
一般建築,D0287,新強里,高雄市鳳山區新強里南京路387巷2號,"22.614045,120.345291",1,1762.0,
一般建築,D0288,新強里,高雄市鳳山區新強里新強路201號,"22.611418,120.339395",2,1202.0,
一般建築,D0289,新強里,高雄市鳳山區新強里新強路220巷17號,"22.612174,120.339945",2,6734.0,
一般建築,D0290,新強里,高雄市鳳山區新強里新強路319號,"22.6144,120.338964",2,2993.0,
一般建築,D0291,新強里,高雄市鳳山區新強里新富路192號,"22.612558,120.337798",1,2032.0,
一般建築,D0292,新強里,高雄市鳳山區新強里新富路257號,"22.61342,120.343188",1,4263.0,
一般建築,D0293,新富里,高雄市鳳山區新富里南福街152巷14號,"22.61196,120.346504",1,2369.0,
一般建築,D0294,新富里,高雄市鳳山區新富里凱旋路300巷1號,"22.614225,120.348371",1,933.0,
一般建築,D0295,新富里,高雄市鳳山區新富里凱旋路305號,"22.613885,120.348243",1,5241.0,
一般建築,D0296,新富里,高雄市鳳山區新富里凱旋路397號,"22.616396,120.344516",1,9510.0,
一般建築,D0297,新富里,高雄市鳳山區新富里新富路255號,"22.613254,120.340121",1,761.0,
一般建築,D0298,新富里,高雄市鳳山區新富里新富路257號,"22.61342,120.343188",1,2075.0,
一般建築,D0299,新富里,高雄市鳳山區新富里新富路272號,"22.612604,120.341267",3,3694.0,
一般建築,D0300,新富里,高雄市鳳山區新富里新富路356號,"22.612755,120.343142",2,1742.0,
一般建築,D0301,新富里,高雄市鳳山區新富里新富路376號,"22.612793,120.343633",1,641.0,
一般建築,D0302,新富里,高雄市鳳山區新富里新富路408號,"22.612859,120.344537",1,2476.0,
一般建築,D0303,新富里,高雄市鳳山區新富里新富路500號,"22.613788,120.347245",1,2822.0,
一般建築,D0304,新富里,高雄市鳳山區新富里新富路504號,"22.613862,120.347305",1,1758.0,
一般建築,D0305,新富里,高雄市鳳山區新富里新富路512號,"22.61404355,120.347413834205",2,3376.0,
一般建築,D0306,新樂里,高雄市鳳山區新樂里海洋一路98號,"22.609786,120.344087",2,2789.0,
一般建築,D0307,新樂里,高雄市鳳山區新樂里崗山北街3號,"22.610534,120.338519",1,466.0,
一般建築,D0308,新樂里,高雄市鳳山區新樂里新康街140號,"22.608937,120.344668",1,5427.0,
一般建築,D0309,新樂里,高雄市鳳山區新樂里新康街151巷1號,"22.609193,120.344306",1,2350.0,
一般建築,D0310,新樂里,高雄市鳳山區新樂里興隆街33巷11號,"22.605130949419085, 120.34421224611457",1,1269.0,
一般建築,D0311,新興里,高雄市鳳山區新興里復仁街21號,"22.625243,120.354487",1,1065.0,
一般建築,D0312,新興里,高雄市鳳山區新興里經武路30號,"22.627099,120.362638",2,7223.0,
一般建築,D0313,新興里,高雄市鳳山區新興里經武路36號,"22.627611,120.362821",1,1206.0,
一般建築,D0314,新興里,高雄市鳳山區新興里維新路126號,"22.624613,120.361618",2,5932.0,
一般建築,D0315,新興里,高雄市鳳山區新興里維新路155號,"22.625406,120.361642",1,182.0,
一般建築,D0316,新興里,高雄市鳳山區新興里光遠路171之3號,"22.62533383067409, 120.3621752123435",1,39.0,
一般建築,D0317,瑞竹里,高雄市鳳山區瑞竹里博愛路145號,"22.627818,120.371629",1,1905.0,
一般建築,D0318,瑞竹里,高雄市鳳山區瑞竹里博愛路529之2號,"22.6303843,120.363260113642",1,1000.0,
一般建築,D0319,瑞竹里,高雄市鳳山區瑞竹里瑞大街68巷13號,"22.632144,120.367748",1,3579.0,
一般建築,D0320,瑞竹里,高雄市鳳山區瑞竹里瑞竹路140巷19弄2號,"22.626386,120.368798",1,915.0,
一般建築,D0321,瑞竹里,高雄市鳳山區瑞竹里瑞竹路206之11號,"22.627877,120.369446",1,986.0,
一般建築,D0322,瑞興里,高雄市鳳山區瑞興里瑞竹路155之5號,"22.627706,120.368516",1,1140.0,
一般建築,D0323,瑞興里,高雄市鳳山區瑞興里瑞竹路173巷21號,"22.628202,120.368072",1,1083.0,
一般建築,D0324,瑞興里,高雄市鳳山區瑞興里瑞興路133號,"22.625993,120.36636",1,503.0,
一般建築,D0325,瑞興里,高雄市鳳山區瑞興里瑞興路135巷28號,"22.626929,120.365806",1,1573.0,
一般建築,D0326,瑞興里,高雄市鳳山區瑞興里瑞興路216號,"22.627687,120.366648",3,2789.0,
一般建築,D0327,瑞興里,高雄市鳳山區瑞興里瑞興路283號,"22.628637,120.366834",1,2154.0,
一般建築,D0328,瑞興里,高雄市鳳山區瑞興里瑞興路293巷19號,"22.628755,120.366459",1,2152.0,
一般建築,D0329,瑞興里,高雄市鳳山區瑞興里瑞興路293巷22號,"22.629168,120.366519",1,1676.0,
一般建築,D0330,瑞興里,高雄市鳳山區瑞興里瑞興路369巷8號,"22.630348,120.367459",1,1328.0,
一般建築,D0331,瑞興里,高雄市鳳山區瑞興里瑞興路57號,"22.624703,120.36808",1,1993.0,
一般建築,D0332,誠信里,高雄市鳳山區誠信里杭州街66號,"22.620615,120.374771",1,3542.0,
一般建築,D0333,誠信里,高雄市鳳山區誠信里杭州街8號,"22.621863,120.374619",1,1112.0,
一般建築,D0334,誠信里,高雄市鳳山區誠信里誠體街112號,"22.623163,120.37745",2,4874.0,
一般建築,D0335,誠德里,高雄市鳳山區誠德里鳳東路533號,"22.619471,120.374686",1,4985.0,
一般建築,D0336,誠德里,高雄市鳳山區誠德里鳳東路560號,"22.619903,120.373486",1,3848.0,
一般建築,D0337,誠德里,高雄市鳳山區誠德里鳳東路609號,"22.618227,120.37362",1,7016.0,
一般建築,D0338,過埤里,高雄市鳳山區過埤里018鄰過勇路188號,"22.58925,120.362955",3,2976.0,
一般建築,D0339,過埤里,高雄市鳳山區過埤里7鄰保生路69號,"22.5926,120.359971",1,812.0,
一般建築,D0340,過埤里,高雄市鳳山區過埤里中崙四路1號,"22.59925,120.352765",1,20713.0,
一般建築,D0341,過埤里,高雄市鳳山區過埤里高鳳一路46號,"22.588944,120.365907",2,2802.0,
一般建築,D0342,過埤里,高雄市鳳山區過埤里頂新一街51號,"22.589251,120.365145",3,1983.0,
一般建築,D0343,過埤里,高雄市鳳山區過埤里頂新七街33號,"22.587391,120.363812",2,2010.0,
一般建築,D0344,過埤里,高雄市鳳山區過埤里頂新三街27號,"22.588829,120.364984",3,2928.0,
一般建築,D0345,過埤里,高雄市鳳山區過埤里頂新六街32號,"22.588932,120.363999",2,2562.0,
一般建築,D0346,過埤里,高雄市鳳山區過埤里過仁街60號,"22.590731,120.365754",1,3755.0,
一般建築,D0347,過埤里,高雄市鳳山區過埤里過勇路150號,"22.588459,120.362945",2,824.0,
一般建築,D0348,過埤里,高雄市鳳山區過埤里過埤路176號,"22.590382,120.362405",1,819.0,
一般建築,D0349,過埤里,高雄市鳳山區過埤里過埤路188號,"22.590371,120.362089",1,1167.0,
一般建築,D0350,過埤里,高雄市鳳山區過埤里過埤路595號,"22.590347,120.355827",2,1198.0,
一般建築,D0351,過埤里,高雄市鳳山區過埤里過常路223號,"22.588173,120.359875",1,1559.0,
一般建築,D0352,過埤里,高雄市鳳山區過埤里過雄街27巷20號,"22.58715,120.359772",1,2468.0,
一般建築,D0353,過埤里,高雄市鳳山區過埤里過雄街80號,"22.58649,120.361303",1,1314.0,
一般建築,D0354,過埤里,高雄市鳳山區過埤里鳳頂路229號,"22.591557,120.358431",3,6262.0,
一般建築,D0355,福祥里,高雄市鳳山區福祥里福祥街51號,"22.591743,120.324645",1,2517.0,
一般建築,D0356,福祥里,高雄市鳳山區福祥里福誠二街168號,"22.592234,120.322866",1,1264.0,
一般建築,D0357,福祥里,高雄市鳳山區福祥里福誠二街97號,"22.592185,120.323271",2,11015.0,
一般建築,D0358,福祥里,高雄市鳳山區福祥里福誠三街85號,"22.592997,120.322973",2,5340.0,
一般建築,D0359,福祥里,高雄市鳳山區福祥里福德街143巷46號,"22.589742,120.327402",1,1422.0,
一般建築,D0360,福誠里,高雄市鳳山區福誠里三誠路194號,"22.595433,120.323199",1,3502.0,
一般建築,D0361,福誠里,高雄市鳳山區福誠里三誠路69號,"22.593463,120.325059",2,5479.0,
一般建築,D0362,福誠里,高雄市鳳山區福誠里三誠路98號,"22.593933,120.325021",2,2373.0,
一般建築,D0363,福誠里,高雄市鳳山區福誠里五甲三路96號,"22.592034,120.326221",1,174.0,
一般建築,D0364,福誠里,高雄市鳳山區福誠里四海街15號,"22.595251,120.327055",1,170.0,
一般建築,D0365,福誠里,高雄市鳳山區福誠里瑞春街14巷23號,"22.59634,120.323305",1,3968.0,
一般建築,D0366,福誠里,高雄市鳳山區福誠里瑞智街14巷18號,"22.63202638,120.369778155461",1,4036.0,
一般建築,D0367,福誠里,高雄市鳳山區福誠里瑞隆東路38巷47號,"22.608332,120.344881",1,1757.0,
一般建築,D0368,福誠里,高雄市鳳山區福誠里瑞順街48巷7號,"22.627631,120.370146",1,644.0,
一般建築,D0369,福誠里,高雄市鳳山區福誠里瑞興路217號,"22.627855,120.365789",2,4155.0,
一般建築,D0370,福誠里,高雄市鳳山區福誠里瑞興路239號,"22.627821,120.366454",2,4511.0,
一般建築,D0371,福誠里,高雄市鳳山區福誠里福誠三街73號,"22.593451206731363, 120.32358532724936",1,5098.0,
一般建築,D0372,福興里,高雄市鳳山區福興里五福二路136號,"22.587503,120.32735",1,327.0,
一般建築,D0373,福興里,高雄市鳳山區福興里五福二路136號,"22.587528779598586, 120.3273536551223",1,19.0,
一般建築,D0374,福興里,高雄市鳳山區福興里自強一路9號,"22.588346,120.330263",1,348.0,
一般建築,D0375,福興里,高雄市鳳山區福興里南安路5號,"22.587966,120.325692",1,689.0,
一般建築,D0376,鳳東里,高雄市鳳山區鳳東里鳳東路516號,"22.619608,120.374189",1,4593.0,
一般建築,D0377,鳳東里,高雄市鳳山區鳳東里鳳東路65之1號,"22.626995,120.380658",1,638.0,
一般建築,D0378,鳳東里,高雄市鳳山區鳳東里鳳東路73之1號,"22.626919,120.380486",1,612.0,
一般建築,D0379,鳳東里,高雄市鳳山區鳳東里鳳林路101之1號,"22.62248,120.375829",1,760.0,
一般建築,D0380,鳳東里,高雄市鳳山區鳳東里鎮東街88號,"22.621946,120.364406",2,2050.0,
一般建築,D0381,鳳崗里,高雄市鳳山區鳳崗里中正路171號,"22.628437,120.360418",1,194.0,
一般建築,D0382,鳳崗里,高雄市鳳山區鳳崗里中正路197號,"22.6293388,120.360578940127",1,1656.0,
一般建築,D0383,鳳崗里,高雄市鳳山區鳳崗里光復路65號,"22.628855,120.360183",1,513.0,
一般建築,D0384,鳳崗里,高雄市鳳山區鳳崗里光遠路121巷81號,"22.622207,120.364247",2,786.0,
一般建築,D0385,鳳崗里,高雄市鳳山區鳳崗里光遠路161號,"22.624977,120.363443",1,1107.0,
一般建築,D0386,鳳崗里,高雄市鳳山區鳳崗里光遠路163號,"22.625268,120.362378",1,841.0,
一般建築,D0387,鳳崗里,高雄市鳳山區鳳崗里光遠路228號,"22.62622228,120.363371867178",1,1313.0,
一般建築,D0388,鳳崗里,高雄市鳳山區鳳崗里光遠路360號,"22.626208,120.35883",1,363.0,
一般建築,D0389,鳳崗里,高雄市鳳山區鳳崗里光遠路406號,"22.62620979,120.35690129826",1,1356.0,
一般建築,D0390,鳳崗里,高雄市鳳山區鳳崗里光遠路70巷15號,"22.624276,120.366761",1,693.0,
一般建築,D0391,鳳崗里,高雄市鳳山區鳳崗里鳳崗路12號,"22.628477,120.359909",1,390.0,
一般建築,D0392,縣衙里,高雄市鳳山區縣衙里14鄰光遠路372巷1弄6號,"22.626377,120.358312",1,355.0,
一般建築,D0393,興中里,高雄市鳳山區興中里9鄰五權南路226號,"22.62544,120.353711",2,4103.0,
一般建築,D0394,興中里,高雄市鳳山區興中里復華一街2號,"22.58923,120.363367",2,1999.0,
一般建築,D0395,興中里,高雄市鳳山區興中里復興街20巷5號,"22.62507,120.354772",1,962.0,
一般建築,D0396,興仁里,高雄市鳳山區興仁里12鄰立德街222號,"22.623145,120.356877",3,1236.0,
一般建築,D0397,興仁里,高雄市鳳山區興仁里中山路101號,"22.62176896,120.35952172563",1,221.0,
一般建築,D0398,興仁里,高雄市鳳山區興仁里中山路138號,"22.62410332,120.357637179969",1,1138.0,
一般建築,D0399,興仁里,高雄市鳳山區興仁里中山路149號,"22.622554,120.358104",2,1901.0,
一般建築,D0400,興仁里,高雄市鳳山區興仁里中山路151號,"22.622651,120.358001",1,159.0,
一般建築,D0401,興仁里,高雄市鳳山區興仁里中山路183號,"22.623431,120.35715",1,206.0,
一般建築,D0402,興仁里,高雄市鳳山區興仁里中山路19巷1號,"22.620714,120.361654",1,437.0,
一般建築,D0403,興仁里,高雄市鳳山區興仁里中山路231號,"22.624822,120.356506",1,1002.0,
一般建築,D0404,興仁里,高雄市鳳山區興仁里五甲一路130號,"22.620363,120.35638",1,174.0,
一般建築,D0405,興仁里,高雄市鳳山區興仁里五甲一路173號,"22.618953,120.355681",1,312.0,
一般建築,D0406,興仁里,高雄市鳳山區興仁里五甲一路221號,"22.618085,120.355072",1,57.0,
一般建築,D0407,興仁里,高雄市鳳山區興仁里立德街130號,"22.621317,120.359295",1,370.0,
一般建築,D0408,興仁里,高雄市鳳山區興仁里長明街76號,"22.62030781,120.357181433671",2,1611.0,
一般建築,D0409,龍成里,高雄市鳳山區龍成里龍成路34巷28號,"22.596041,120.330738",3,1764.0,
一般建築,D0410,龍成里,高雄市鳳山區龍成里龍成路34巷53號,"22.596336,120.330779",1,901.0,
一般建築,D0411,鎮北里,高雄市鳳山區鎮北里15鄰北榮街3號,"22.641728,120.368382",1,858.0,
一般建築,D0412,鎮北里,高雄市鳳山區鎮北里7鄰文龍東路52號,"22.641598,120.373437",2,1912.0,
一般建築,D0413,鎮北里,高雄市鳳山區鎮北里7鄰北昌三街1號,"22.64554,120.3751",2,3193.0,
一般建築,D0414,鎮北里,高雄市鳳山區鎮北里文龍路85號,"22.643795,120.347211",3,721.0,
一般建築,D0415,鎮北里,高雄市鳳山區鎮北里北仁街195號,"22.645866,120.37363",1,2417.0,
一般建築,D0416,鎮北里,高雄市鳳山區鎮北里北文街101號,"22.643494,120.368697",1,1178.0,
一般建築,D0417,鎮北里,高雄市鳳山區鎮北里北文街124號,"22.643851,120.368951",1,4002.0,
一般建築,D0418,鎮北里,高雄市鳳山區鎮北里北文街82巷1號,"22.642966,120.368978",1,1278.0,
一般建築,D0419,鎮北里,高雄市鳳山區鎮北里北平路223號,"22.637429,120.364673",1,65.0,
一般建築,D0420,鎮北里,高雄市鳳山區鎮北里北昌二街66號,"22.646004,120.371632",2,3064.0,
一般建築,D0421,鎮北里,高雄市鳳山區鎮北里北昌三街80號,"22.645208,120.372118",2,4904.0,
一般建築,D0422,鎮北里,高雄市鳳山區鎮北里北昌五街10號,"22.644552,120.37554",2,3873.0,
一般建築,D0423,鎮北里,高雄市鳳山區鎮北里北昌路42號,"22.645769,120.372632",2,4029.0,
一般建築,D0424,鎮北里,高雄市鳳山區鎮北里北榮街43號,"22.641815,120.367504",1,831.0,
